principio_activo_buscado,categoria,producto_nombre_real,marca,farmacias_disponible,n_farmacias,precio_min,precio_max,url_ejemplo
Azitromicina,antibiotico,Azitromicina Genfar Tabletas Recubierto 500 mg Caja con 3 Unidades (REC),GENFAR,medicity,1,1.79,1.79,https://www.farmaciasmedicity.com/azitromicina-genfar-tabletas-recubierto-500-mg-caja-con-3-unidades/p
Azitromicina,antibiotico,Azitromicina Mk Tabletas Recubiertas 500 mg Caja 3 Unidades (REC),MK,medicity,1,1.06,1.06,https://www.farmaciasmedicity.com/azitromicina-mk-500-mg-caja-con-3-tabletas-recubiertas/p
Azitromicina,antibiotico,Azitromicina Santé Suspensión 200 mg / 5 mL Con 15 mL,LA SANTE,medicity,1,5.85,5.85,https://www.farmaciasmedicity.com/azitromicina-sante-suspension-200-mg--5-ml-con-15-ml/p
Azitromicina,antibiotico,Azitromicina Santé Tabletas Recubierto 500 mg Caja Con 5 Unidades (REC),LA SANTE,medicity,1,1.47,1.47,https://www.farmaciasmedicity.com/azitromicina-sante-tabletas-recubierto-500-mg-caja-con-5-unidades/p
Azitromicina,antibiotico,Binozyt Suspensión 200 mg/5 mL (REC),BINOZYT,medicity,1,5.85,5.85,https://www.farmaciasmedicity.com/binozyt-suspension-200-mg5-ml/p
Azitromicina,antibiotico,Trex Comprimido Recubierto 500 mg Caja Con 3 Unidades (REC),TREX,medicity,1,1.48,1.48,https://www.farmaciasmedicity.com/trex-comprimido-recubierto-500-mg-caja-con-3-unidades/p
Azitromicina,antibiotico,Trex Comprimidos Recubiertos 500 mg Caja 6 Unidades (REC),TREX,medicity,1,1.56,1.56,https://www.farmaciasmedicity.com/trex-comprimidos-recubiertos-500-mg-caja-con-6-unidades/p
Azitromicina,antibiotico,Trex Suspensión 200 mg/5 mL Frasco Con 30 mL (REC),TREX,medicity,1,10.17,10.17,https://www.farmaciasmedicity.com/trex-suspension-200-mg5-ml-frasco-con-30-ml/p
Cefadroxilo,antibiotico,Biodroxil 1000 mg x 12,Biodroxil,cruzazul|pharmacys,2,19.44,19.44,https://www.pharmacys.com.ec/biodroxil-1000mg-x12/p
Cefadroxilo,antibiotico,Biodroxil 250 mg/5 ml suspensión oral frasco x 60 ml,Biodroxil,cruzazul|pharmacys,2,5.9,5.9,https://www.pharmacys.com.ec/biodroxil-250mg-5ml-suspension-oral-frasco-x60ml/p
Cefadroxilo,antibiotico,Biodroxil 500 mg cápsulas caja x 12,Biodroxil,cruzazul|pharmacys,2,12.81,12.81,https://www.pharmacys.com.ec/biodroxil-500mg-capsulas-caja-x12/p
Cefadroxilo,antibiotico,Biodroxil 500 mg/5 ml suspensión oral frasco x 60 ml,Biodroxil,cruzazul|pharmacys,2,10.63,10.63,https://www.pharmacys.com.ec/biodroxil-500mg-5ml-suspension-oral-frasco-x60ml/p
Cefadroxilo,antibiotico,Biodroxil Cápsulas 500 mg Caja Con 12 Unidades (REC),BIODROXIL,medicity,1,0.98,0.98,https://www.farmaciasmedicity.com/biodroxil-capsulas-500-mg-caja-con-12-unidades/p
Cefadroxilo,antibiotico,Cefadroxilo 250mg/5ml dyvenpro ecuagen suspensión,Cefadroxilo,cruzazul|pharmacys,2,4.75,4.75,https://www.pharmacys.com.ec/cefadroxilo-250mg-5ml-dyvenpro-ecuagen-suspension/p
Cefadroxilo,antibiotico,Cefadroxilo 250mg/5ml garcos - nifa genericos suspensión,Cefadroxilo,cruzazul|pharmacys,2,3.6,3.6,https://www.pharmacys.com.ec/cefadroxilo-250mg5ml-garcos-nifa-genericos-suspension-98591/p
Cefadroxilo,antibiotico,Cefadroxilo 500mg dyvenpro ecuagen cápsulas,Cefadroxilo,cruzazul|pharmacys,2,7.6,7.6,https://www.pharmacys.com.ec/cefadroxilo-500mg-dyvenpro-ecuagen-capsulas/p
Cefadroxilo,antibiotico,Cefadroxilo 500mg ecuaquimica - mintlab cápsulas,Cefadroxilo,cruzazul|pharmacys,2,5.76,5.76,https://www.pharmacys.com.ec/cefadroxilo-500mg-ecuaquimica-mintlab-capsulas/p
Cefadroxilo,antibiotico,Cefadroxilo 500mg garcos - nifa genericos cápsulas,Cefadroxilo,cruzazul|pharmacys,2,7.2,7.2,https://www.pharmacys.com.ec/cefadroxilo-500mg-garcos-nifa-genericos-capsulas/p
Cefadroxilo,antibiotico,Cefadroxilo 500mg leterago - genfar cápsulas,Cefadroxilo,cruzazul|pharmacys,2,7.6,7.6,https://www.pharmacys.com.ec/cefadroxilo-500mg-leterago-genfar-capsulas/p
Cefadroxilo,antibiotico,Cefadroxilo Genfar Cápsulas 500 mg Caja Con 10 Unidades (REC),GENFAR,medicity,1,0.7,0.7,https://www.farmaciasmedicity.com/cefadroxilo-genfar-capsulas-500-mg-caja-con-10-unidades/p
Cefadroxilo,antibiotico,Cefadroxilo Santé Cápsulas 500 mg Caja Con 12 Unidades (REC),LA SANTE,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/cefadroxilo-sante-capsulas-500-mg-caja-con-12-unidades/p
Cefalexina,antibiotico,Cefalexina 250mg/5ml dyvenpro ecuagen suspensión,Cefalexina,cruzazul|pharmacys,2,2.25,2.25,https://www.pharmacys.com.ec/cefalexina-250mg-5ml-dyvenpro-ecuagen-suspension/p
Cefalexina,antibiotico,Cefalexina 250mg/5ml kronos genericos suspensión,Cefalexina,cruzazul|pharmacys,2,2.2,2.2,https://www.pharmacys.com.ec/cefalexina-250mg-5ml-kronos-genericos-suspension/p
Cefalexina,antibiotico,Cefalexina 250mg/5ml labovida suspensión,Cefalexina,cruzazul|pharmacys,2,2.25,2.25,https://www.pharmacys.com.ec/cefalexina-250mg-5ml-labovida-suspension/p
Cefalexina,antibiotico,Cefalexina 250mg/5ml rocnarf suspensión,Cefalexina,cruzazul|pharmacys,2,4.0,4.0,https://www.pharmacys.com.ec/cefalexina-250mg-5ml-rocnarf-suspension-antibacterianos/p
Cefalexina,antibiotico,Cefalexina 500mg caplin point - generico cápsulas,Cefalexina,cruzazul|pharmacys,2,14.5,14.5,https://www.pharmacys.com.ec/cefalexina-500mg-caplin-point-generico-capsulas/p
Cefalexina,antibiotico,Cefalexina 500mg dyvenpro ecuagen cápsulas,Cefalexina,cruzazul|pharmacys,2,2.9,2.9,https://www.pharmacys.com.ec/cefalexina-500mg-dyvenpro-ecuagen-capsulas/p
Cefalexina,antibiotico,Cefalexina 500mg kronos genericos cápsulas,Cefalexina,cruzazul|pharmacys,2,4.8,4.8,https://www.pharmacys.com.ec/cefalexina-500mg-kronos-genericos-capsulas/p
Cefalexina,antibiotico,Cefalexina 500mg labovida cápsulas,Cefalexina,cruzazul|pharmacys,2,5.8,5.8,https://www.pharmacys.com.ec/cefalexina-500mg-labovida-capsulas/p
Cefalexina,antibiotico,Cefalexina 500mg leterago - genfar cápsulas,Cefalexina,cruzazul|pharmacys,2,2.9,2.9,https://www.pharmacys.com.ec/cefalexina-500mg-leterago-genfar-capsulas/p
Cefalexina,antibiotico,Cefalexina Genfar Cápsulas 500 mg Caja Con 10 Unidades (REC),GENFAR,medicity,1,0.23,0.23,https://www.farmaciasmedicity.com/cefalexina-genfar-capsulas-500-mg-caja-con-10-unidades/p
Cefixima,antibiotico,Longacef 100mg/5ml leterago - megat-pharmaceutical,Longacef,cruzazul|pharmacys,2,22.0,22.0,https://www.pharmacys.com.ec/longacef-100mg-5ml-leterago-megat-pharmaceutical/p
Cefixima,antibiotico,Longacef 400mg leterago - megat-pharmaceutical,Longacef,cruzazul|pharmacys,2,20.0,20.0,https://www.pharmacys.com.ec/longacef-400mg-leterago-megat-pharmaceutical-107478/p
Cefixima,antibiotico,Longacef Cápsulas 400mg Caja 5 Unidades,LONGACEF,medicity,1,3.2,3.2,https://www.farmaciasmedicity.com/longacef-capsulas-400mg-caja-5-unidades-1/p
Cefixima,antibiotico,Longacef Polvo Suspensión 100mg/5ml 60 ml (Ant) (REC),LONGACEF,medicity,1,17.6,17.6,https://www.farmaciasmedicity.com/longacef-polvo-suspension-100mg-5ml-60-ml-ant-1/p
Cefpodoxima,antibiotico,Bafodix 200 mg x 10,Bafodix,cruzazul|pharmacys,2,23.0,23.0,https://www.pharmacys.com.ec/bafodix-200-mg-x10/p
Cefpodoxima,antibiotico,Bafodix Tabletas Recubiertas 200 mg Caja 10 Unidades (Ant) (REC),BAFODIX,medicity,1,1.84,1.84,https://www.farmaciasmedicity.com/bafodix-tabletas-recubiertas-200-mg-caja-10-unidades-ant-1/p
Cefpodoxima,antibiotico,Cefirax 100mg/5ml ecuaquimica - saval suspensión,Cefirax,cruzazul|pharmacys,2,33.0,33.0,https://www.pharmacys.com.ec/cefirax-100mg-5ml-ecuaquimica-saval-suspension/p
Cefpodoxima,antibiotico,Cefirax 200mg ecuaquimica - saval comprimidos recubiertos,Cefirax,cruzazul|pharmacys,2,25.5,25.5,https://www.pharmacys.com.ec/cefirax-200mg-ecuaquimica-saval-comprimidos-recubiertos/p
Ceftriaxona,antibiotico,Axtar Solución Inyectable 1 g/10 mg I.M. Caja Con 1 Unidad (REC),AXTAR,medicity,1,7.51,7.51,https://www.farmaciasmedicity.com/axtar-solucion-inyectable-1-g10-mg-im-caja-con-1-unidad/p
Ceftriaxona,antibiotico,Ceftriaxona 1Gr Solución inyectable Vitalis,Ceftriaxona,cruzazul|pharmacys,2,17.6,17.6,https://www.pharmacys.com.ec/ceftriaxona-1gr-labvitalis-solucion-inyectable/p
Ceftriaxona,antibiotico,Ceftriaxona 1gr caplin point - generico en polvo,Ceftriaxona,cruzazul|pharmacys,2,8.16,8.16,https://www.pharmacys.com.ec/ceftriaxona-1gr-caplin-point-generico-en-polvo/p
Ceftriaxona,antibiotico,Ceftriaxona Vitalis Polvo Inyectable 1g 10 Unidades (Ant) (REC),VITALIS,medicity,1,1.62,1.62,https://www.farmaciasmedicity.com/ceftriaxona-vitalis-polvo-inyectable-1g-10-unidades-ant-1/p
Cefuroxima,antibiotico,Altacef Tabletas Recubiertas 500 mg Caja Con 16 Unidades (REC),ALTACEF,medicity,1,1.04,1.04,https://www.farmaciasmedicity.com/altacef-tabletas-recubiertas-500-mg-caja-con-16-unidades/p
Cefuroxima,antibiotico,Cefuroxima 250mg/5ml garcos - nifa genericos suspensión,Cefuroxima,cruzazul|pharmacys,2,14.7,14.7,https://www.pharmacys.com.ec/cefuroxima-250mg-5ml-garcos-nifa-genericos-suspension/p
Cefuroxima,antibiotico,Cefuroxima 500mg garcos - nifa genericos tabletas recubiertas,Cefuroxima,cruzazul|pharmacys,2,13.0,13.0,https://www.pharmacys.com.ec/cefuroxima-500mg-garcos-nifa-genericos-tabletas-recubiertas/p
Cefuroxima,antibiotico,Cefuroxima 500mg genamerica generico comprimidos recubiertos,Cefuroxima,cruzazul|pharmacys,2,13.5,13.5,https://www.pharmacys.com.ec/cefuroxima-500mg-genamerica-generico-comprimidos-recubiertos/p
Cefuroxima,antibiotico,Cefuroxima 500mg labovida tabletas recubiertas,Cefuroxima,cruzazul|pharmacys,2,12.5,12.5,https://www.pharmacys.com.ec/cefuroxima-500mg-labovida-tabletas-recubiertas/p
Cefuroxima,antibiotico,Cefuroxima 500mg leterago - genfar,Cefuroxima,cruzazul|pharmacys,2,13.45,13.45,https://www.pharmacys.com.ec/cefuroxima-500mg-leterago-genfar/p
Cefuroxima,antibiotico,Furacam Polvo Suspensión 250mg/5 ml x 70 ml (Ant) (REC),FURACAM,medicity,1,14.13,14.13,https://www.farmaciasmedicity.com/furacam-polvo-suspension-250mg-5-ml-x-70-ml-ant-1/p
Cefuroxima,antibiotico,Furacam Suspensión 250 mg/5 mL Frasco Con 100 mL (REC),FURACAM,medicity,1,18.52,18.52,https://www.farmaciasmedicity.com/furacam-suspension-250-mg5-ml-frasco-con-100-ml/p
Cefuroxima,antibiotico,Zamur-500 Tabletas Recubierto 500 mg Caja Con 10 Unidades (REC),ZAMUR,medicity,1,1.79,1.79,https://www.farmaciasmedicity.com/zamur-500-tabletas-recubierto-500-mg-caja-con-10-unidades/p
Cefuroxima,antibiotico,Zinnat 250 mg x 10,Zinnat,cruzazul|pharmacys,2,8.3,8.3,https://www.pharmacys.com.ec/zinnat-250mg-x10/p
Cefuroxima,antibiotico,Zinnat 250 mg/5 ml suspensión x 70 ml,Zinnat,cruzazul|pharmacys,2,15.37,15.37,https://www.pharmacys.com.ec/zinnat-250mg-5ml-suspension-x70ml/p
Cefuroxima,antibiotico,Zinnat 500 mg x 10,Zinnat,cruzazul|pharmacys,2,21.14,21.14,https://www.pharmacys.com.ec/zinnat-500mg-x10/p
Cefuroxima,antibiotico,Zinnat 750 mg/17 ml inyectable (vial) x 1,Zinnat,cruzazul|pharmacys,2,13.96,13.96,https://www.pharmacys.com.ec/zinnat-750mg-17ml-inyectable-vial-x1/p
Ciprofloxacino,antibiotico,Ciprofloxacina 500mg la sante tableta,Ciprofloxacina,cruzazul|pharmacys,2,7.5,7.5,https://www.pharmacys.com.ec/ciprofloxacina-500mg-la-sante-tableta/p
Ciprofloxacino,antibiotico,Ciprofloxacino 200mg genamerica generico ampollas inyectables,Ciprofloxacino,cruzazul|pharmacys,2,3.8,3.8,https://www.pharmacys.com.ec/ciprofloxacino-200mg-genamerica-generico-ampollas-inyectables/p
Ciprofloxacino,antibiotico,Ciprofloxacino 500mg caplin point - generico cápsulas,Ciprofloxacino,cruzazul|pharmacys,2,89.0,89.0,https://www.pharmacys.com.ec/ciprofloxacino-500mg-caplin-point-generico-capsulas/p
Ciprofloxacino,antibiotico,Ciprofloxacino 500mg dyvenpro representaciones lab chile linea generica comprimidos recubiertos,Ciprofloxacino,cruzazul|pharmacys,2,4.44,4.44,https://www.pharmacys.com.ec/ciprofloxacino-500mg-dyvenpro-representaciones-lab-chile-linea-generica-comprimidos-recubiertos/p
Ciprofloxacino,antibiotico,Ciprofloxacino 500mg leterago - genfar tabletas recubiertas,Ciprofloxacino,cruzazul|pharmacys,2,7.88,7.88,https://www.pharmacys.com.ec/ciprofloxacino-500mg-leterago-genfar-tabletas-recubiertas/p
Ciprofloxacino,antibiotico,Ciprofloxacino 500mg portugal - generico tabletas recubiertas,Ciprofloxacino,cruzazul|pharmacys,2,75.0,75.0,https://www.pharmacys.com.ec/ciprofloxacino-500mg-portugal-generico-tabletas-recubiertas/p
Ciprofloxacino,antibiotico,Ciprofloxacino Comp Rec 500 Mg X6,Ciprofloxacino,cruzazul|pharmacys,2,3.25,3.25,https://www.pharmacys.com.ec/ciprofloxacino-500mg-ecuaquimica-mintlab-comprimidos-recubiertos/p
Ciprofloxacino,antibiotico,Ciprofloxacino Santé Tabletas Recubierto 500 mg Con 10 Unidades (REC),LA SANTE,medicity,1,0.69,0.69,https://www.farmaciasmedicity.com/ciprofloxacino-sante-tabletas-recubierto-500-mg-con-10-unidades/p
Ciprofloxacino,antibiotico,Genfar Ciprofloxacino Tabletas Recubiertas 500 mg 10 Unidades,GENFAR,medicity,1,0.63,0.63,https://www.farmaciasmedicity.com/ciprofloxacino-genfar-tabletas-recubiertas-500-mg-con-10-unidades/p
Ciprofloxacino,antibiotico,Prixol 500mg danivet tableta,Prixol,cruzazul|pharmacys,2,7.5,7.5,https://www.pharmacys.com.ec/prixol-500mg-danivet-tableta/p
Claritromicina,antibiotico,Claritromicina 250mg caplin point - generico suspensión,Claritromicina,cruzazul|pharmacys,2,13.23,13.23,https://www.pharmacys.com.ec/claritromicina-250mg-caplin-point-generico-suspension/p
Claritromicina,antibiotico,Claritromicina 250mg dyvenpro ecuagen suspensión,Claritromicina,cruzazul|pharmacys,2,13.17,13.17,https://www.pharmacys.com.ec/claritromicina-250mg-dyvenpro-ecuagen-suspension/p
Claritromicina,antibiotico,Claritromicina 250mg/5ml polvo La sante,Claritromicina,cruzazul|pharmacys,2,11.02,11.02,https://www.pharmacys.com.ec/claritromicina-250mg-5ml-la-sante-polvo/p
Claritromicina,antibiotico,Claritromicina 500mg dyvenpro ecuagen tableta,Claritromicina,cruzazul|pharmacys,2,9.7,9.7,https://www.pharmacys.com.ec/claritromicina-500mg-dyvenpro-ecuagen-tableta/p
Claritromicina,antibiotico,Claritromicina 500mg garcos - nifa genericos tabletas recubiertas,Claritromicina,cruzazul|pharmacys,2,9.7,9.7,https://www.pharmacys.com.ec/claritromicina-500mg-garcos-nifa-genericos-tabletas-recubiertas/p
Claritromicina,antibiotico,Claritromicina 500mg la sante tableta,Claritromicina,cruzazul|pharmacys,2,9.7,9.7,https://www.pharmacys.com.ec/claritromicina-500mg-la-sante-tableta/p
Claritromicina,antibiotico,Claritromicina 500mg labvitalis solución inyectable,Claritromicina,cruzazul|pharmacys,2,107.9,107.9,https://www.pharmacys.com.ec/claritromicina-500mg-labvitalis-solucion-inyectable/p
Claritromicina,antibiotico,Claritromicina 500mg leterago - genfar tableta recubierta,Claritromicina,cruzazul|pharmacys,2,9.7,9.7,https://www.pharmacys.com.ec/claritromicina-500mg-leterago-genfar-tableta-recubierta/p
Claritromicina,antibiotico,Claritromicina 500mg rocnarf tabletas recubiertas,Claritromicina,cruzazul|pharmacys,2,10.2,10.2,https://www.pharmacys.com.ec/claritromicina-500mg-rocnarf-generico-tabletas-recubiertas/p
Claritromicina,antibiotico,Claritromicina 500mg tecnoquimicas - genericos tableta recubierta,Claritromicina,cruzazul|pharmacys,2,8.42,8.42,https://www.pharmacys.com.ec/claritromicina-500mg-tecnoquimicas-genericos-tableta-recubierta/p
Claritromicina,antibiotico,Claritromicina Genfar Tabletas Recubierto 500 mg Con 10 Unidades,GENFAR,medicity,1,0.89,0.89,https://www.farmaciasmedicity.com/claritromicina-genfar-tabletas-recubierto-500-mg-con-10-unidades/p
Claritromicina,antibiotico,Klaricid Gránulos 250 mg/5 mL Frasco Con 60 mL (REC),KLARICID,medicity,1,11.91,11.91,https://www.farmaciasmedicity.com/klaricid-granulos-250-mg5-ml-frasco-con-60-ml/p
Claritromicina,antibiotico,Klaricid Tabletas Recubiertas 500mg Caja 10 Unidades,KLARICID,medicity,1,0.84,0.84,https://www.farmaciasmedicity.com/klaricid-tabletas-recubiertas-500mg-caja-10-unidades-1/p
Clindamicina,antibiotico,Clear Face Solución Tópica 1% Rolllon 10 ml,CLEAR FACE,medicity,1,9.13,9.13,https://www.farmaciasmedicity.com/clear-face-solucion-topica-1-rolllon-10-ml/p
Clindamicina,antibiotico,Clear face 1% biogenet roll-on,Clear Face,cruzazul,1,9.92,9.92,https://www.farmaciascruzazul.ec/clear-face-1-biogenet-roll-on/p
Clindamicina,antibiotico,Clindamicina 300mg caplin point - generico cápsulas,Clindamicina,cruzazul,1,5.4,5.4,https://www.farmaciascruzazul.ec/clindamicina-300mg-caplin-point-generico-capsulas/p
Clindamicina,antibiotico,Clindamicina 300mg dyvenpro ecuagen cápsulas,Clindamicina,cruzazul,1,8.4,8.4,https://www.farmaciascruzazul.ec/clindamicina-300mg-dyvenpro-ecuagen-capsulas/p
Clindamicina,antibiotico,Clindamicina 300mg la sante tableta,Clindamicina,cruzazul,1,8.75,8.75,https://www.farmaciascruzazul.ec/clindamicina-300mg-la-sante-tableta/p
Clindamicina,antibiotico,Clindamicina 300mg leterago - genfar,Clindamicina,cruzazul,1,9.9,9.9,https://www.farmaciascruzazul.ec/clindamicina-300mg-leterago-genfar/p
Clindamicina,antibiotico,Clindamicina 300mg tecnoquimicas - genericos cápsulas,Clindamicina,cruzazul,1,10.98,10.98,https://www.farmaciascruzazul.ec/clindamicina-300mg-tecnoquimicas-genericos-capsulas/p
Clindamicina,antibiotico,Clindamicina 600mg caplin point - generico solución inyectable,Clindamicina,cruzazul,1,156.5,156.5,https://www.farmaciascruzazul.ec/clindamicina-600mg-caplin-point-generico-solucion-inyectable/p
Clindamicina,antibiotico,Clindamicina Santé Cápsulas 300 mg 24 Unidades (REC),LA SANTE,medicity,1,0.33,0.33,https://www.farmaciasmedicity.com/clindamicina-sante-capsulas-300-mg-24-unidades/p
Clindamicina,antibiotico,Clindana Óvulos 100 mg Caja 7 Unidades,CLINDANA,medicity,1,2.3,2.3,https://www.farmaciasmedicity.com/clindana-ovulos-100-mg-caja-7-unidades-1/p
Clindamicina,antibiotico,Couplett Crema Vaginal 1.67/ 8% Tubo Con 30 g,COUPLETT,medicity,1,16.1,16.1,https://www.farmaciasmedicity.com/couplett-crema-vaginal-167-8-tubo-con-30-g/p
Clindamicina,antibiotico,Divanon Ovulos 100 mg Caja 7 Unidades,DIVANON,medicity,1,2.36,2.36,https://www.farmaciasmedicity.com/divanon-ovulos-100-mg-caja-7-unidades-1/p
Clindamicina,antibiotico,Euroclin Crema Vaginal 2% Tubo 40 g,EUROCLIN,medicity,1,23.54,23.54,https://www.farmaciasmedicity.com/euroclin-crema-vaginal-2-tubo-40-g-1/p
Clindamicina,antibiotico,Locator Crema Vaginal 2/4% Tubo 20 g + 3 Aplicadores,LOCATOR,medicity,1,20.88,20.88,https://www.farmaciasmedicity.com/locator-crema-vaginal-24-tubo-con-20-g--3-aplicadores/p
Clindamicina,antibiotico,Vaginsol F Óvulos 200/100 mg Caja Con 7 Unidades,VAGINSOL F,medicity,1,25.2,25.2,https://www.farmaciasmedicity.com/vaginsol-f-i“vulos-200100-mg-caja-con-7-unidades/p
Clindamicina,antibiotico,Vaxiduo Cápsulas Vaginales 100 / 400 mg Caja con 7 Unidades,VAXIDUO,medicity,1,2.75,2.75,https://www.farmaciasmedicity.com/vaxiduo-capsulas-vaginales-100--400-mg-caja-con-7-unidades/p
Clindamicina,antibiotico,Zudenina Plus Gel 0.1/1% Tubo Con 30 g,ZUDENINA,medicity,1,19.2,19.2,https://www.farmaciasmedicity.com/zudenina-plus-gel-011-tubo-con-30-g/p
Dicloxacilina,antibiotico,Dicloxacilina 125mg/5ml tofis - generico suspensión,Dicloxacilina,cruzazul|pharmacys,2,1.72,1.72,https://www.pharmacys.com.ec/dicloxacilina-125mg-5ml-tofis-generico-suspension/p
Dicloxacilina,antibiotico,Dicloxacilina 250mg/5ml dyvenpro ecuagen suspensión,Dicloxacilina,cruzazul|pharmacys,2,3.61,3.61,https://www.pharmacys.com.ec/dicloxacilina-250mg-5ml-dyvenpro-ecuagen-suspension/p
Dicloxacilina,antibiotico,Dicloxacilina 250mg/5ml la sante suspensión,Dicloxacilina,cruzazul|pharmacys,2,2.65,2.65,https://www.pharmacys.com.ec/dicloxacilina-250mg-5ml-la-sante-suspension/p
Dicloxacilina,antibiotico,Dicloxacilina 250mg/5ml tecnoquimicas - genericos suspensión,Dicloxacilina,cruzazul|pharmacys,2,2.65,2.65,https://www.pharmacys.com.ec/dicloxacilina-250mg-5ml-tecnoquimicas-genericos-suspension/p
Dicloxacilina,antibiotico,Dicloxacilina 250mg/5ml tofis - generico jarabe,Dicloxacilina,cruzazul|pharmacys,2,2.1,2.1,https://www.pharmacys.com.ec/dicloxacilina-250mg-5ml-tofis-generico-jarabe/p
Dicloxacilina,antibiotico,Dicloxacilina 500mg caplin point - generico cápsulas,Dicloxacilina,cruzazul|pharmacys,2,20.0,20.0,https://www.pharmacys.com.ec/dicloxacilina-500mg-caplin-point-generico-capsulas/p
Dicloxacilina,antibiotico,Dicloxacilina 500mg dyvenpro ecuagen cápsulas,Dicloxacilina,cruzazul|pharmacys,2,10.0,10.0,https://www.pharmacys.com.ec/dicloxacilina-500mg-dyvenpro-ecuagen-capsulas/p
Dicloxacilina,antibiotico,Dicloxacilina 500mg la sante cápsulas,Dicloxacilina,cruzazul|pharmacys,2,10.0,10.0,https://www.pharmacys.com.ec/dicloxacilina-500mg-la-sante-capsulas/p
